RowNumber,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Surname_encoded,Generation,GeoGender,HasBalance,Active__Prod,Gen_Prod,Gen_Geo
4742,651,France,Male,45.0,2,165901.59,2,1.0,0.0,23054.51,1,2386,20.0,FranceMale,Y,0.0,40.0,2
4743,506,Germany,Male,59.0,8,119152.1,2,1.0,1.0,170679.74,0,1551,30.0,GermanyMale,Y,2.0,60.0,10
4744,511,Spain,Female,57.0,8,122950.31,1,1.0,1.0,181258.76,0,2482,30.0,SpainFemale,Y,1.0,30.0,17
4745,757,France,Female,51.0,1,0.0,1,1.0,1.0,22835.13,1,1750,30.0,FranceFemale,N,1.0,30.0,3
4746,768,Germany,Male,49.0,1,133384.66,1,1.0,0.0,102397.22,1,1180,20.0,GermanyMale,Y,0.0,20.0,9
4747,757,France,Male,32.0,9,0.0,2,1.0,0.0,115950.96,0,2350,10.0,FranceMale,N,0.0,20.0,1
4748,663,Spain,Male,64.0,6,0.0,2,0.0,1.0,15876.52,0,686,40.0,SpainMale,N,2.0,80.0,18
4749,537,Germany,Female,37.0,7,158411.95,4,1.0,1.0,117690.58,1,329,10.0,GermanyFemale,Y,4.0,40.0,8
4750,570,Germany,Male,29.0,4,122028.65,2,1.0,1.0,173792.77,0,451,0.0,GermanyMale,Y,2.0,0.0,7
4751,850,France,Female,35.0,5,0.0,1,1.0,1.0,80992.8,0,1252,10.0,FranceFemale,N,1.0,10.0,1
4752,661,Germany,Female,64.0,8,128751.65,2,1.0,0.0,189398.18,1,2433,40.0,GermanyFemale,Y,0.0,80.0,11
4753,659,France,Male,54.0,8,133436.52,1,1.0,0.0,56787.8,0,847,30.0,FranceMale,Y,0.0,30.0,3
4754,454,Spain,Male,40.0,2,123177.01,1,1.0,0.0,148309.98,0,1871,20.0,SpainMale,Y,0.0,20.0,16
4755,708,France,Female,59.0,2,0.0,1,1.0,0.0,179673.11,1,1476,30.0,FranceFemale,N,0.0,30.0,3
4756,720,France,Female,37.0,2,120328.88,2,1.0,1.0,138470.21,0,2094,10.0,FranceFemale,Y,2.0,20.0,1
4757,785,France,Female,39.0,1,130147.98,1,1.0,0.0,163798.41,1,1383,10.0,FranceFemale,Y,0.0,10.0,1
4758,743,Spain,Female,36.0,8,92716.96,1,1.0,1.0,33693.78,0,1055,10.0,SpainFemale,Y,1.0,10.0,15
4759,493,Spain,Female,48.0,7,0.0,2,1.0,0.0,48545.1,0,2897,20.0,SpainFemale,N,0.0,40.0,16
4760,557,Spain,Male,34.0,3,0.0,1,0.0,1.0,123427.98,0,544,10.0,SpainMale,N,1.0,10.0,15
4761,850,France,Male,40.0,1,76914.21,1,1.0,0.0,174183.44,0,2849,20.0,FranceMale,Y,0.0,20.0,2
4762,799,France,Female,32.0,3,106045.92,2,1.0,1.0,17938.0,0,915,10.0,FranceFemale,Y,2.0,20.0,1
4763,756,France,Male,34.0,1,103133.26,1,1.0,1.0,90059.04,0,1361,10.0,FranceMale,Y,1.0,10.0,1
4764,752,France,Male,38.0,0,145974.79,2,1.0,1.0,137694.23,0,1975,10.0,FranceMale,Y,2.0,20.0,1
4765,696,Spain,Female,36.0,3,0.0,3,1.0,0.0,65039.9,0,2655,10.0,SpainFemale,N,0.0,30.0,15
4766,630,Spain,Female,49.0,1,0.0,2,0.0,1.0,162858.29,0,1805,20.0,SpainFemale,N,2.0,40.0,16
4767,659,Spain,Female,38.0,9,0.0,2,1.0,1.0,35701.06,0,452,10.0,SpainFemale,N,2.0,20.0,15
4768,685,Spain,Male,39.0,9,0.0,2,1.0,1.0,18826.06,0,2761,10.0,SpainMale,N,2.0,20.0,15
4769,599,Spain,Female,31.0,3,0.0,1,1.0,1.0,130086.47,1,1895,10.0,SpainFemale,N,1.0,10.0,15
4770,559,Spain,Female,31.0,1,139183.06,1,0.0,1.0,143360.56,0,1447,10.0,SpainFemale,Y,1.0,10.0,15
4771,615,Spain,Male,19.0,5,0.0,2,1.0,0.0,159920.92,0,2337,0.0,SpainMale,N,0.0,0.0,14
4772,580,Germany,Female,36.0,3,74974.89,1,1.0,1.0,12099.67,0,484,10.0,GermanyFemale,Y,1.0,10.0,8
4773,487,Spain,Male,44.0,6,61691.45,1,1.0,1.0,53087.98,0,806,20.0,SpainMale,Y,1.0,20.0,16
4774,646,Germany,Female,35.0,1,121952.75,2,1.0,1.0,142839.82,0,1037,10.0,GermanyFemale,Y,2.0,20.0,8
4775,811,France,Female,35.0,7,0.0,1,1.0,1.0,178.19,0,607,10.0,FranceFemale,N,1.0,10.0,1
4776,526,Spain,Male,35.0,5,0.0,2,1.0,1.0,105618.14,0,347,10.0,SpainMale,N,2.0,20.0,15
4777,767,Spain,Male,37.0,7,0.0,2,1.0,1.0,24734.25,0,38,10.0,SpainMale,N,2.0,20.0,15
4778,548,France,Female,33.0,1,80107.83,2,0.0,1.0,82245.67,0,186,10.0,FranceFemale,Y,2.0,20.0,1
4779,737,Spain,Female,45.0,2,0.0,2,0.0,1.0,177695.67,0,2319,20.0,SpainFemale,N,2.0,40.0,16
4780,613,Germany,Male,40.0,1,147856.82,3,0.0,0.0,107961.11,1,2178,20.0,GermanyMale,Y,0.0,60.0,9
4781,711,Spain,Male,36.0,8,0.0,2,1.0,0.0,55207.41,0,2041,10.0,SpainMale,N,0.0,20.0,15
4782,850,Spain,Female,53.0,7,65407.16,2,0.0,0.0,182633.63,1,855,30.0,SpainFemale,Y,0.0,60.0,17
4783,752,France,Female,53.0,8,114233.18,1,1.0,1.0,51587.04,0,396,30.0,FranceFemale,Y,1.0,30.0,3
4784,710,France,Female,37.0,5,0.0,2,1.0,0.0,115403.31,0,1324,10.0,FranceFemale,N,0.0,20.0,1
4785,664,Spain,Female,53.0,7,187602.18,1,1.0,0.0,186392.99,1,808,30.0,SpainFemale,Y,0.0,30.0,17
4786,510,France,Female,22.0,3,156834.34,1,0.0,0.0,44374.44,0,2562,0.0,FranceFemale,Y,0.0,0.0,0
4787,577,France,Female,34.0,2,0.0,2,1.0,1.0,84033.35,0,2178,10.0,FranceFemale,N,2.0,20.0,1
4788,529,France,Male,42.0,1,157498.9,1,1.0,1.0,82276.62,0,1955,20.0,FranceMale,Y,1.0,20.0,2
4789,757,Spain,Female,44.0,9,0.0,2,1.0,0.0,177528.92,0,396,20.0,SpainFemale,N,0.0,40.0,16
4790,691,France,Male,41.0,2,0.0,1,1.0,1.0,56850.92,1,2522,20.0,FranceMale,N,1.0,20.0,2
4791,621,Spain,Male,34.0,8,0.0,1,0.0,0.0,47972.65,0,2923,10.0,SpainMale,N,0.0,10.0,15
4792,709,Spain,Male,35.0,2,0.0,2,1.0,0.0,104982.39,0,2582,10.0,SpainMale,N,0.0,20.0,15
4793,756,Spain,Male,19.0,4,130274.22,1,1.0,1.0,133535.29,0,876,0.0,SpainMale,Y,1.0,0.0,14
4794,788,France,Female,41.0,6,0.0,1,1.0,1.0,25571.37,0,2878,20.0,FranceFemale,N,1.0,20.0,2
4795,705,France,Female,39.0,5,149379.66,2,1.0,0.0,96075.55,0,1044,10.0,FranceFemale,Y,0.0,20.0,1
4796,483,France,Male,29.0,9,0.0,1,1.0,1.0,81634.45,0,20,0.0,FranceMale,N,1.0,0.0,0
4797,719,Spain,Male,35.0,1,100829.94,1,1.0,1.0,165008.97,0,922,10.0,SpainMale,Y,1.0,10.0,15
4798,793,Germany,Female,32.0,1,96408.98,1,1.0,1.0,138191.81,0,483,10.0,GermanyFemale,Y,1.0,10.0,8
4799,593,France,Male,41.0,6,0.0,2,1.0,1.0,99136.49,0,2345,20.0,FranceMale,N,2.0,40.0,2
4800,551,France,Male,52.0,1,0.0,1,0.0,0.0,63584.55,1,1334,30.0,FranceMale,N,0.0,30.0,3
4801,690,France,Male,39.0,6,0.0,2,1.0,0.0,160532.88,0,453,10.0,FranceMale,N,0.0,20.0,1
4802,823,France,Male,71.0,5,149105.08,1,0.0,1.0,162683.06,0,252,,FranceMale,Y,1.0,,6
4803,512,Spain,Male,39.0,3,0.0,1,1.0,0.0,134878.19,0,403,10.0,SpainMale,N,0.0,10.0,15
4804,802,Spain,Male,41.0,5,0.0,2,1.0,1.0,134626.3,0,482,20.0,SpainMale,N,2.0,40.0,16
4805,450,Spain,Female,34.0,2,0.0,2,1.0,0.0,175480.93,0,508,10.0,SpainFemale,N,0.0,20.0,15
4806,651,Germany,Male,41.0,1,90218.11,1,1.0,0.0,174337.68,0,2549,20.0,GermanyMale,Y,0.0,20.0,9
4807,697,France,Female,33.0,1,87347.7,1,1.0,0.0,172524.51,0,1615,10.0,FranceFemale,Y,0.0,10.0,1
4808,611,France,Male,28.0,2,0.0,2,0.0,0.0,25395.83,0,2576,0.0,FranceMale,N,0.0,0.0,0
4809,643,France,Female,33.0,0,137811.75,1,1.0,1.0,184856.89,0,1896,10.0,FranceFemale,Y,1.0,10.0,1
4810,822,France,Male,37.0,3,105563.0,1,1.0,0.0,182624.93,0,677,10.0,FranceMale,Y,0.0,10.0,1
4811,632,France,Male,38.0,4,0.0,2,0.0,0.0,192505.62,0,2349,10.0,FranceMale,N,0.0,20.0,1
4812,575,Spain,Female,26.0,7,0.0,2,1.0,0.0,112507.63,0,1257,0.0,SpainFemale,N,0.0,0.0,14
4813,672,France,Male,31.0,6,91125.75,1,1.0,0.0,177295.92,0,1915,10.0,FranceMale,Y,0.0,10.0,1
4814,517,Spain,Male,39.0,3,0.0,2,0.0,1.0,12465.51,0,2381,10.0,SpainMale,N,2.0,20.0,15
4815,621,Spain,Male,39.0,8,0.0,2,1.0,0.0,36122.96,0,494,10.0,SpainMale,N,0.0,20.0,15
4816,775,Germany,Female,77.0,6,135120.56,1,1.0,0.0,37836.64,0,2001,,GermanyFemale,Y,0.0,,13
4817,600,France,Male,29.0,8,0.0,2,0.0,1.0,34747.43,0,386,0.0,FranceMale,N,2.0,0.0,0
4818,640,France,Male,28.0,7,0.0,2,1.0,1.0,131097.9,0,2179,0.0,FranceMale,N,2.0,0.0,0
4819,752,France,Female,36.0,1,86837.95,1,1.0,1.0,105280.55,0,2521,10.0,FranceFemale,Y,1.0,10.0,1
4820,613,France,Male,26.0,4,100446.57,1,0.0,1.0,149653.81,0,2767,0.0,FranceMale,Y,1.0,0.0,0
4821,484,France,Female,32.0,3,0.0,2,1.0,1.0,139390.99,0,852,10.0,FranceFemale,N,2.0,20.0,1
4822,511,France,Female,33.0,3,0.0,2,1.0,0.0,132436.71,0,2590,10.0,FranceFemale,N,0.0,20.0,1
4823,745,France,Female,32.0,2,0.0,4,0.0,1.0,179705.13,1,1887,10.0,FranceFemale,N,4.0,40.0,1
4824,786,Spain,Female,32.0,6,114512.59,1,1.0,0.0,15796.66,0,1732,10.0,SpainFemale,Y,0.0,10.0,15
4825,727,France,Male,35.0,5,136364.46,1,0.0,0.0,142754.71,0,103,10.0,FranceMale,Y,0.0,10.0,1
4826,622,France,Male,31.0,5,106260.67,1,1.0,1.0,2578.43,0,852,10.0,FranceMale,Y,1.0,10.0,1
4827,794,France,Male,24.0,10,146126.75,1,1.0,1.0,88992.05,0,2108,0.0,FranceMale,Y,1.0,0.0,0
4828,636,Spain,Male,52.0,4,111284.53,1,0.0,1.0,32936.44,1,1942,30.0,SpainMale,Y,1.0,30.0,17
4829,741,Spain,Female,42.0,9,121056.63,2,1.0,0.0,39122.58,0,2751,20.0,SpainFemale,Y,0.0,40.0,16
4830,687,France,Male,34.0,5,128270.56,1,1.0,0.0,191092.62,0,490,10.0,FranceMale,Y,0.0,10.0,1
4831,660,Spain,Male,30.0,4,0.0,2,1.0,0.0,129149.06,0,1688,10.0,SpainMale,N,0.0,20.0,15
4832,660,France,Male,35.0,7,0.0,2,1.0,0.0,13218.6,0,322,10.0,FranceMale,N,0.0,20.0,1
4833,617,France,Female,79.0,7,0.0,1,1.0,1.0,160589.18,0,1280,,FranceFemale,N,1.0,,6
4834,762,France,Male,32.0,10,191775.65,1,1.0,0.0,179657.83,0,1324,10.0,FranceMale,Y,0.0,10.0,1
4835,752,Spain,Female,35.0,2,0.0,1,1.0,0.0,44335.54,1,437,10.0,SpainFemale,N,0.0,10.0,15
4836,561,Spain,Male,34.0,4,85141.79,2,1.0,1.0,29217.37,0,1448,10.0,SpainMale,Y,2.0,20.0,15
4837,609,France,Male,26.0,10,126392.18,1,0.0,1.0,43651.49,0,2878,0.0,FranceMale,Y,1.0,0.0,0
4838,803,France,Male,28.0,3,0.0,2,1.0,0.0,159654.0,0,493,0.0,FranceMale,N,0.0,0.0,0
4839,556,France,Female,40.0,9,129860.37,1,0.0,0.0,17992.94,0,336,20.0,FranceFemale,Y,0.0,20.0,2
4840,531,France,Female,53.0,5,127642.44,1,1.0,0.0,141501.45,1,354,30.0,FranceFemale,Y,0.0,30.0,3
4841,411,France,Female,35.0,2,0.0,2,1.0,1.0,93825.78,0,1746,10.0,FranceFemale,N,2.0,20.0,1
4842,587,Germany,Female,44.0,5,125584.17,2,1.0,1.0,41852.24,1,2593,20.0,GermanyFemale,Y,2.0,40.0,9
4843,683,Spain,Male,56.0,7,50911.21,3,0.0,0.0,97629.31,1,2314,30.0,SpainMale,Y,0.0,90.0,17
4844,654,France,Male,29.0,2,91955.61,1,1.0,0.0,37065.66,0,436,0.0,FranceMale,Y,0.0,0.0,0
4845,670,Germany,Female,36.0,2,84266.44,2,0.0,0.0,38614.69,0,2771,10.0,GermanyFemale,Y,0.0,20.0,8
4846,655,France,Female,36.0,2,147149.59,1,1.0,1.0,87816.86,0,2695,10.0,FranceFemale,Y,1.0,10.0,1
4847,752,France,Female,36.0,7,0.0,2,1.0,0.0,184866.86,0,1407,10.0,FranceFemale,N,0.0,20.0,1
4848,534,France,Female,23.0,5,104822.45,1,0.0,1.0,160176.47,0,2638,0.0,FranceFemale,Y,1.0,0.0,0
4849,635,France,Male,42.0,1,146766.72,2,0.0,1.0,164357.1,0,1438,20.0,FranceMale,Y,2.0,40.0,2
4850,491,Germany,Male,70.0,6,148745.92,2,1.0,1.0,17818.33,0,697,,GermanyMale,Y,2.0,,13
4851,516,France,Male,27.0,9,0.0,1,1.0,0.0,142680.64,1,1017,0.0,FranceMale,N,0.0,0.0,0
4852,530,France,Female,48.0,0,0.0,1,1.0,0.0,85081.09,0,1918,20.0,FranceFemale,N,0.0,20.0,2
4853,687,Spain,Male,35.0,3,0.0,2,1.0,1.0,176450.19,0,440,10.0,SpainMale,N,2.0,20.0,15
4854,684,France,Female,41.0,6,135203.81,2,1.0,1.0,121967.88,0,2759,20.0,FranceFemale,Y,2.0,40.0,2
4855,706,Germany,Male,23.0,2,93301.97,2,0.0,1.0,127187.04,0,1885,0.0,GermanyMale,Y,2.0,0.0,7
4856,490,Germany,Male,33.0,5,96341.0,2,0.0,0.0,108313.34,0,176,10.0,GermanyMale,Y,0.0,20.0,8
4857,796,France,Male,44.0,8,165326.2,1,1.0,1.0,57205.55,0,2852,20.0,FranceMale,Y,1.0,20.0,2
4858,849,France,Male,27.0,0,0.0,2,0.0,1.0,157891.86,0,1376,0.0,FranceMale,N,2.0,0.0,0
4859,779,France,Female,41.0,10,99786.2,1,1.0,0.0,86927.53,0,1554,20.0,FranceFemale,Y,0.0,20.0,2
4860,794,Spain,Female,22.0,4,114440.24,1,1.0,1.0,107753.07,0,2803,0.0,SpainFemale,Y,1.0,0.0,14
4861,748,Spain,Male,36.0,4,141573.55,1,1.0,0.0,82158.14,0,1252,10.0,SpainMale,Y,0.0,10.0,15
4862,663,Spain,Female,22.0,9,0.0,1,1.0,0.0,29135.89,1,1891,0.0,SpainFemale,N,0.0,0.0,14
4863,645,Spain,Female,55.0,1,133676.65,1,0.0,1.0,17095.49,0,2302,30.0,SpainFemale,Y,1.0,30.0,17
4864,464,France,Female,33.0,10,147493.7,2,1.0,0.0,100447.53,0,2225,10.0,FranceFemale,Y,0.0,20.0,1
4865,737,France,Male,54.0,9,0.0,1,1.0,0.0,83470.4,1,576,30.0,FranceMale,N,0.0,30.0,3
4866,590,France,Female,29.0,4,0.0,2,1.0,0.0,121846.81,0,1359,0.0,FranceFemale,N,0.0,0.0,0
4867,522,Germany,Female,37.0,3,95022.57,1,1.0,1.0,129107.59,0,1996,10.0,GermanyFemale,Y,1.0,10.0,8
4868,648,France,Female,34.0,3,0.0,1,1.0,0.0,54726.43,0,1570,10.0,FranceFemale,N,0.0,10.0,1
4869,754,France,Male,37.0,6,0.0,1,1.0,1.0,116141.72,0,999,10.0,FranceMale,N,1.0,10.0,1
4870,669,France,Male,50.0,4,149713.61,3,1.0,1.0,124872.42,1,589,30.0,FranceMale,Y,3.0,90.0,3
4871,648,Germany,Female,43.0,1,107963.38,1,0.0,0.0,186438.86,1,2196,20.0,GermanyFemale,Y,0.0,20.0,9
4872,763,France,Male,40.0,3,0.0,2,1.0,0.0,134281.11,0,230,20.0,FranceMale,N,0.0,40.0,2
4873,790,Spain,Male,32.0,3,0.0,1,1.0,0.0,91044.47,0,1076,10.0,SpainMale,N,0.0,10.0,15
4874,581,France,Male,37.0,7,0.0,2,1.0,1.0,74320.75,0,2458,10.0,FranceMale,N,2.0,20.0,1
4875,703,France,Male,43.0,8,0.0,2,1.0,0.0,9704.66,0,734,20.0,FranceMale,N,0.0,40.0,2
4876,571,France,Female,33.0,9,102017.25,2,0.0,0.0,128600.49,0,622,10.0,FranceFemale,Y,0.0,20.0,1
4877,657,Spain,Female,27.0,8,0.0,2,0.0,0.0,6468.24,0,2786,0.0,SpainFemale,N,0.0,0.0,14
4878,737,France,Male,44.0,7,0.0,2,0.0,0.0,57898.58,0,1811,20.0,FranceMale,N,0.0,40.0,2
4879,793,Spain,Male,29.0,8,96674.55,2,0.0,0.0,192120.66,0,2215,0.0,SpainMale,Y,0.0,0.0,14
4880,783,Spain,Female,44.0,3,81811.71,1,1.0,0.0,164213.53,1,2210,20.0,SpainFemale,Y,0.0,20.0,16
4881,751,Spain,Male,33.0,4,79281.61,1,1.0,0.0,117547.76,0,2846,10.0,SpainMale,Y,0.0,10.0,15
4882,579,France,Male,31.0,6,0.0,2,1.0,0.0,26149.25,0,2296,10.0,FranceMale,N,0.0,20.0,1
4883,655,Germany,Female,36.0,10,122314.39,1,1.0,0.0,9181.66,0,2376,10.0,GermanyFemale,Y,0.0,10.0,8
4884,614,Germany,Male,43.0,8,140733.74,1,1.0,1.0,166588.76,0,2905,20.0,GermanyMale,Y,1.0,20.0,9
4885,678,Germany,Male,49.0,2,116933.11,1,1.0,0.0,195053.58,1,2179,20.0,GermanyMale,Y,0.0,20.0,9
4886,562,Spain,Male,41.0,5,165445.04,2,1.0,0.0,85787.31,0,1398,20.0,SpainMale,Y,0.0,40.0,16
4887,711,Germany,Female,53.0,5,123805.03,1,1.0,0.0,102428.51,0,2453,30.0,GermanyFemale,Y,0.0,30.0,10
4888,620,France,Male,37.0,0,107548.94,1,1.0,0.0,71175.94,0,1883,10.0,FranceMale,Y,0.0,10.0,1
4889,437,France,Male,49.0,9,111634.29,2,0.0,1.0,166440.32,0,2575,20.0,FranceMale,Y,2.0,40.0,2
4890,691,Germany,Female,41.0,8,109153.96,3,1.0,1.0,148848.76,1,2142,20.0,GermanyFemale,Y,3.0,60.0,9
4891,552,Spain,Female,34.0,4,0.0,2,1.0,0.0,140286.69,0,236,10.0,SpainFemale,N,0.0,20.0,15
4892,765,Germany,Male,34.0,5,86055.17,2,1.0,1.0,104220.5,0,2923,10.0,GermanyMale,Y,2.0,20.0,8
4893,707,Germany,Female,51.0,10,98438.23,1,0.0,0.0,70778.63,1,2478,30.0,GermanyFemale,Y,0.0,30.0,10
4894,764,Spain,Male,29.0,5,0.0,2,1.0,0.0,65868.28,0,2587,0.0,SpainMale,N,0.0,0.0,14
4895,585,France,Female,32.0,8,144705.87,2,0.0,0.0,171482.56,0,71,10.0,FranceFemale,Y,0.0,20.0,1
4896,784,France,Male,31.0,7,0.0,2,1.0,1.0,143204.41,0,673,10.0,FranceMale,N,2.0,20.0,1
4897,605,France,Male,41.0,5,91612.91,1,1.0,1.0,28427.84,0,2114,20.0,FranceMale,Y,1.0,20.0,2
4898,699,Spain,Male,40.0,2,0.0,1,1.0,0.0,78387.32,0,1715,20.0,SpainMale,N,0.0,20.0,16
4899,544,France,Female,40.0,7,0.0,1,0.0,1.0,161076.92,0,884,20.0,FranceFemale,N,1.0,20.0,2
4900,803,France,Female,32.0,9,192122.84,1,1.0,1.0,54277.45,1,1235,10.0,FranceFemale,Y,1.0,10.0,1
4901,735,France,Male,41.0,7,179904.0,1,1.0,1.0,137180.95,0,550,20.0,FranceMale,Y,1.0,20.0,2
4902,673,France,Male,59.0,0,178058.06,2,0.0,1.0,21063.71,1,187,30.0,FranceMale,Y,2.0,60.0,3
4903,652,France,Male,30.0,2,176166.56,2,1.0,1.0,152210.81,0,1464,10.0,FranceMale,Y,2.0,20.0,1
4904,694,France,Male,42.0,3,156864.2,2,0.0,0.0,88890.75,0,293,20.0,FranceMale,Y,0.0,40.0,2
4905,741,France,Female,44.0,7,0.0,2,1.0,1.0,190534.76,0,833,20.0,FranceFemale,N,2.0,40.0,2
4906,590,Spain,Male,30.0,3,0.0,2,1.0,0.0,83090.35,0,1464,10.0,SpainMale,N,0.0,20.0,15
4907,809,Spain,Female,33.0,3,0.0,2,0.0,1.0,141426.78,0,2665,10.0,SpainFemale,N,2.0,20.0,15
4908,523,France,Male,34.0,2,161588.89,1,1.0,1.0,51358.66,0,2900,10.0,FranceMale,Y,1.0,10.0,1
4909,540,France,Male,48.0,2,109349.29,1,1.0,0.0,88703.04,1,1312,20.0,FranceMale,Y,0.0,20.0,2
4910,596,Spain,Female,29.0,6,0.0,2,1.0,0.0,116696.77,0,2314,0.0,SpainFemale,N,0.0,0.0,14
4911,597,France,Female,36.0,9,0.0,2,1.0,1.0,7156.09,0,2867,10.0,FranceFemale,N,2.0,20.0,1
4912,407,Spain,Male,37.0,1,0.0,1,1.0,1.0,49161.12,1,2899,10.0,SpainMale,N,1.0,10.0,15
4913,748,France,Male,60.0,0,152335.7,1,1.0,0.0,126743.33,1,2054,40.0,FranceMale,Y,0.0,40.0,4
4914,562,France,Female,51.0,1,124662.54,1,1.0,1.0,65390.46,1,977,30.0,FranceFemale,Y,1.0,30.0,3
4915,734,Germany,Female,47.0,10,91522.04,2,1.0,1.0,138835.91,0,1857,20.0,GermanyFemale,Y,2.0,40.0,9
4916,710,France,Male,45.0,1,0.0,2,1.0,1.0,36154.66,0,218,20.0,FranceMale,N,2.0,40.0,2
4917,539,Spain,Female,39.0,6,62052.28,1,0.0,1.0,59755.14,0,1673,10.0,SpainFemale,Y,1.0,10.0,15
4918,542,France,Male,32.0,7,107871.72,1,1.0,0.0,125302.64,0,2758,10.0,FranceMale,Y,0.0,10.0,1
4919,717,France,Female,36.0,2,99472.76,2,1.0,0.0,94274.72,1,343,10.0,FranceFemale,Y,0.0,20.0,1
4920,682,Spain,Female,50.0,10,128039.01,1,1.0,1.0,102260.16,0,1051,30.0,SpainFemale,Y,1.0,30.0,17
4921,515,France,Male,33.0,2,0.0,2,1.0,1.0,136028.97,0,1707,10.0,FranceMale,N,2.0,20.0,1
4922,526,Spain,Female,33.0,8,114634.63,2,1.0,0.0,110114.38,1,468,10.0,SpainFemale,Y,0.0,20.0,15
4923,702,France,Male,26.0,5,56738.47,2,1.0,1.0,100442.22,1,427,0.0,FranceMale,Y,2.0,0.0,0
4924,651,Germany,Male,34.0,2,90355.12,2,0.0,0.0,193597.94,0,1065,10.0,GermanyMale,Y,0.0,20.0,8
4925,792,Germany,Male,36.0,5,115725.24,2,0.0,0.0,1871.25,0,1602,10.0,GermanyMale,Y,0.0,20.0,8
4926,817,Germany,Male,58.0,3,114327.59,2,1.0,1.0,42831.11,0,2639,30.0,GermanyMale,Y,2.0,60.0,10
4927,674,Germany,Female,36.0,6,100762.64,1,1.0,0.0,182156.86,0,2551,10.0,GermanyFemale,Y,0.0,10.0,8
4928,641,France,Female,40.0,9,0.0,1,0.0,0.0,151648.66,1,2880,20.0,FranceFemale,N,0.0,20.0,2
4929,513,Spain,Male,39.0,7,89039.9,2,1.0,1.0,146738.83,0,2163,10.0,SpainMale,Y,2.0,20.0,15
4930,561,France,Male,34.0,1,78829.53,1,1.0,1.0,12148.2,0,769,10.0,FranceMale,Y,1.0,10.0,1
4931,627,Germany,Male,30.0,6,112372.96,1,1.0,1.0,118029.09,0,54,10.0,GermanyMale,Y,1.0,10.0,8
4932,682,Germany,Male,81.0,6,122029.15,1,1.0,1.0,50783.88,0,1229,50.0,GermanyMale,Y,1.0,50.0,12
4933,683,France,Female,29.0,0,157829.12,1,0.0,0.0,129891.66,0,878,0.0,FranceFemale,Y,0.0,0.0,0
4934,420,Germany,Female,31.0,1,108377.75,2,1.0,1.0,9904.63,0,1235,10.0,GermanyFemale,Y,2.0,20.0,8
4935,670,France,Female,54.0,2,95507.12,1,1.0,1.0,63213.31,0,257,30.0,FranceFemale,Y,1.0,30.0,3
4936,505,Germany,Male,43.0,6,127146.68,1,0.0,0.0,137565.87,0,2628,20.0,GermanyMale,Y,0.0,20.0,9
4937,580,Germany,Male,24.0,1,133811.78,1,1.0,0.0,17185.95,1,2569,0.0,GermanyMale,Y,0.0,0.0,7
4938,577,France,Male,36.0,3,121092.47,2,0.0,1.0,143783.46,0,2162,10.0,FranceMale,Y,2.0,20.0,1
4939,773,Germany,Male,34.0,10,126979.75,1,0.0,0.0,36823.28,0,1550,10.0,GermanyMale,Y,0.0,10.0,8
4940,616,France,Male,37.0,5,144235.73,2,0.0,0.0,154957.66,1,2257,10.0,FranceMale,Y,0.0,20.0,1
4941,763,France,Female,38.0,0,152582.2,2,0.0,0.0,31892.82,0,660,10.0,FranceFemale,Y,0.0,20.0,1
4942,640,Spain,Male,43.0,9,172478.15,1,1.0,0.0,191084.4,1,1343,20.0,SpainMale,Y,0.0,20.0,16
4943,592,France,Male,36.0,1,126477.42,1,0.0,0.0,179718.17,0,2453,10.0,FranceMale,Y,0.0,10.0,1
4944,528,Spain,Male,43.0,7,97473.87,2,1.0,1.0,159823.16,0,1314,20.0,SpainMale,Y,2.0,40.0,16
4945,630,France,Male,53.0,5,138053.67,1,0.0,1.0,114110.97,0,1217,30.0,FranceMale,Y,1.0,30.0,3
4946,529,France,Female,31.0,2,164003.05,2,1.0,1.0,60993.23,0,577,10.0,FranceFemale,Y,2.0,20.0,1
4947,546,France,Female,47.0,8,0.0,1,1.0,1.0,66408.01,1,242,20.0,FranceFemale,N,1.0,20.0,2
4948,753,France,Female,62.0,6,0.0,2,1.0,1.0,136398.9,0,1321,40.0,FranceFemale,N,2.0,80.0,4
4949,772,Spain,Female,39.0,4,122486.11,2,1.0,1.0,140709.25,0,618,10.0,SpainFemale,Y,2.0,20.0,15
4950,567,France,Male,36.0,1,0.0,2,0.0,0.0,8555.73,0,1146,10.0,FranceMale,N,0.0,20.0,1
4951,628,Germany,Female,45.0,6,53667.44,1,1.0,0.0,115022.94,0,1583,20.0,GermanyFemale,Y,0.0,20.0,9
4952,658,France,Male,20.0,7,0.0,2,0.0,0.0,187638.34,0,1599,0.0,FranceMale,N,0.0,0.0,0
4953,679,Spain,Male,58.0,9,109327.65,1,1.0,1.0,3829.13,0,200,30.0,SpainMale,Y,1.0,30.0,17
4954,629,Spain,Male,34.0,1,121151.05,1,0.0,0.0,119357.93,0,2183,10.0,SpainMale,Y,0.0,10.0,15
4955,731,Spain,Male,42.0,9,101043.63,1,1.0,1.0,192175.52,0,2482,20.0,SpainMale,Y,1.0,20.0,16
4956,775,Germany,Male,33.0,3,83501.66,2,1.0,0.0,128841.31,0,2751,10.0,GermanyMale,Y,0.0,20.0,8
